Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-01-28 00:00:00-06:00,16.09000015258789,17.18000030517578,16.049999237060547,16.350000381469727,0,0.0,0.0
2026-01-29 00:00:00-06:00,16.040000915527344,19.739999771118164,16.020000457763672,16.8799991607666,0,0.0,0.0
2026-01-30 00:00:00-06:00,18.719999313354492,19.270000457763672,16.670000076293945,17.440000534057617,0,0.0,0.0
2026-02-02 00:00:00-06:00,19.950000762939453,19.959999084472656,16.079999923706055,16.34000015258789,0,0.0,0.0
2026-02-03 00:00:00-06:00,16.15999984741211,20.3700008392334,16.049999237060547,18.0,0,0.0,0.0
2026-02-04 00:00:00-06:00,17.6299991607666,21.239999771118164,17.469999313354492,18.639999389648438,0,0.0,0.0
2026-02-05 00:00:00-06:00,19.239999771118164,23.100000381469727,19.059999465942383,21.770000457763672,0,0.0,0.0
2026-02-06 00:00:00-06:00,21.239999771118164,21.489999771118164,19.989999771118164,20.3700008392334,0,0.0,0.0
2026-02-09 00:00:00-06:00,17.950000762939453,19.200000762939453,16.899999618530273,17.360000610351562,0,0.0,0.0
2026-02-10 00:00:00-06:00,17.469999313354492,17.969999313354492,17.139999389648438,17.790000915527344,0,0.0,0.0
2026-02-11 00:00:00-06:00,17.8700008392334,18.959999084472656,16.75,17.649999618530273,0,0.0,0.0
2026-02-12 00:00:00-06:00,17.440000534057617,21.209999084472656,17.079999923706055,20.81999969482422,0,0.0,0.0
2026-02-13 00:00:00-06:00,21.479999542236328,22.399999618530273,18.920000076293945,20.600000381469727,0,0.0,0.0
2026-02-17 00:00:00-06:00,21.739999771118164,22.959999084472656,19.760000228881836,20.290000915527344,0,0.0,0.0
2026-02-18 00:00:00-06:00,19.780000686645508,20.34000015258789,18.479999542236328,19.6200008392334,0,0.0,0.0
2026-02-19 00:00:00-06:00,19.34000015258789,21.110000610351562,19.229999542236328,20.229999542236328,0,0.0,0.0
2026-02-20 00:00:00-06:00,20.040000915527344,21.209999084472656,18.760000228881836,19.09000015258789,0,0.0,0.0
2026-02-23 00:00:00-06:00,20.489999771118164,22.040000915527344,19.5,21.010000228881836,0,0.0,0.0
2026-02-24 00:00:00-06:00,21.239999771118164,22.079999923706055,19.229999542236328,19.549999237060547,0,0.0,0.0
2026-02-25 00:00:00-06:00,19.59000015258789,19.6200008392334,17.860000610351562,17.93000030517578,0,0.0,0.0
2026-02-26 00:00:00-06:00,18.06999969482422,20.540000915527344,17.5,18.6299991607666,0,0.0,0.0
2026-02-27 00:00:00-06:00,19.280000686645508,21.739999771118164,18.770000457763672,19.860000610351562,0,0.0,0.0
2026-03-02 00:00:00-06:00,24.65999984741211,25.239999771118164,20.3700008392334,21.440000534057617,0,0.0,0.0
2026-03-03 00:00:00-06:00,24.56999969482422,28.149999618530273,22.18000030517578,23.56999969482422,0,0.0,0.0
2026-03-04 00:00:00-06:00,24.389999389648438,24.8700008392334,20.399999618530273,21.149999618530273,0,0.0,0.0
2026-03-05 00:00:00-06:00,22.110000610351562,25.84000015258789,20.549999237060547,23.75,0,0.0,0.0
2026-03-06 00:00:00-06:00,23.200000762939453,29.93000030517578,22.920000076293945,29.489999771118164,0,0.0,0.0
2026-03-09 00:00:00-05:00,35.119998931884766,35.29999923706055,24.760000228881836,25.5,0,0.0,0.0
2026-03-10 00:00:00-05:00,24.389999389648438,26.010000228881836,22.190000534057617,24.93000030517578,0,0.0,0.0
2026-03-11 00:00:00-05:00,24.899999618530273,26.229999542236328,23.75,24.229999542236328,0,0.0,0.0
2026-03-12 00:00:00-05:00,25.479999542236328,27.329999923706055,24.600000381469727,27.290000915527344,0,0.0,0.0
2026-03-13 00:00:00-05:00,27.850000381469727,28.469999313354492,24.670000076293945,27.190000534057617,0,0.0,0.0
2026-03-16 00:00:00-05:00,25.8799991607666,26.420000076293945,23.229999542236328,23.510000228881836,0,0.0,0.0
2026-03-17 00:00:00-05:00,24.559999465942383,24.579999923706055,21.8700008392334,22.3700008392334,0,0.0,0.0
2026-03-18 00:00:00-05:00,21.510000228881836,25.1299991607666,21.469999313354492,25.09000015258789,0,0.0,0.0
2026-03-19 00:00:00-05:00,25.600000381469727,27.520000457763672,23.540000915527344,24.059999465942383,0,0.0,0.0
2026-03-20 00:00:00-05:00,24.459999084472656,29.280000686645508,23.68000030517578,26.780000686645508,0,0.0,0.0
2026-03-23 00:00:00-05:00,30.040000915527344,31.040000915527344,20.280000686645508,26.149999618530273,0,0.0,0.0
2026-03-24 00:00:00-05:00,25.90999984741211,27.940000534057617,25.639999389648438,26.950000762939453,0,0.0,0.0
2026-03-25 00:00:00-05:00,25.790000915527344,26.670000076293945,24.81999969482422,25.329999923706055,0,0.0,0.0
2026-03-26 00:00:00-05:00,26.489999771118164,28.489999771118164,26.1200008392334,27.440000534057617,0,0.0,0.0
2026-03-27 00:00:00-05:00,27.540000915527344,31.649999618530273,27.540000915527344,31.049999237060547,0,0.0,0.0
2026-03-30 00:00:00-05:00,30.790000915527344,31.520000457763672,29.329999923706055,30.610000610351562,0,0.0,0.0
2026-03-31 00:00:00-05:00,29.530000686645508,29.639999389648438,25.079999923706055,25.25,0,0.0,0.0
2026-04-01 00:00:00-05:00,24.299999237060547,25.350000381469727,23.5,24.540000915527344,0,0.0,0.0
2026-04-02 00:00:00-05:00,26.780000686645508,27.889999389648438,23.8700008392334,23.8700008392334,0,0.0,0.0
